guid,序号,课文标题,故事类型,故事含义,课文正文,故事寓意道理,内容类型,上线TAB,内容性质,一句话介绍,学名·确认版,钩子·确认版,url·确认版
cfa1690db6ea4fb3a6242986c3f153ce,34,闻鸡起舞,成语故事,听到鸡叫就起来练剑，比喻有志之人及时奋发努力。,东晋时期，有两个年轻人叫祖逖和刘琨，他们都是胸怀大志、忧国忧民的热血青年。当时国家正遭受外敌侵略，百姓生活在战乱之中。祖逖和刘琨住在一起，每天都在讨论如何报效国家、收复失地。一天半夜里，祖逖在睡梦中突然被公鸡的鸣叫声吵醒了。他一脚把刘琨踢醒，兴奋地说：'你听到鸡叫了吗？别人都觉得半夜听见鸡叫不吉利，可我觉得这是在催我们赶紧起来练武啊！'刘琨也深表赞同。从那以后，两人每天一听到鸡叫就起床，在院子里拔剑对舞，刻苦练习武艺，无论刮风下雨从不间断。经过长期的苦练，两人都成了文武双全的人才。后来祖逖率领军队北伐，收复了大片被敌人占领的土地，成为一代名将。,有志气的人要抓紧时间，及时奋发努力，不能懈怠。成功来自日复一日的坚持和勤奋。,故事,趣学成语,新增内容,听到鸡叫就起床练剑，难怪成大器,闻鸡起舞,天还没亮，有志的人已动身,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_e7257e1c8e8d72e9344f63a9d109e41f.jpg
2086a897a5934fff9c443cd482ee3a22,35,望梅止渴,成语故事,比喻用空想来安慰自己，也比喻愿望无法实现时用幻想来自我宽慰。,三国时期，有一年夏天，曹操带领军队去打仗。天气非常炎热，太阳火辣辣地烤着大地，士兵们走了很久的路，又热又渴，一个个无精打采，走路的速度越来越慢。曹操看着疲惫不堪的士兵们，心里非常着急，因为附近根本找不到水源。如果再这样走下去，恐怕军队要散架了。曹操灵机一动，用马鞭指着前方大声喊道：'大家快看，前面不远的地方有一大片梅林！树上结满了又大又甜的梅子，大家加把劲，走到那里就能吃个够了！'士兵们一听到梅子两个字，嘴里立刻生出了口水，就好像已经吃到了酸甜可口的梅子一样，顿时不觉得那么渴了。大家精神振奋，加快了脚步，很快就走到了有水源的地方。,在困难面前要善于运用智慧激励士气。同时也提醒我们不能总是依赖幻想，要脚踏实地。,故事,趣学成语,新增内容,解渴神器，就看曹操的一句话,望梅止渴,一句话，怎么解了全军的渴？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_3eaaa11e97da2141e3315799b8e9a8ed.jpg
0dafb27de9d44e2aa66357a059d4c505,36,精卫填海,成语故事,比喻意志坚决，不畏艰难，努力奋斗到底。,上古时代，炎帝有一个聪明可爱的小女儿，名叫女娃。女娃非常喜欢大海，经常一个人跑到东海边去玩耍。有一天，女娃又来到东海边，她划着一条小船到海上去游玩。没想到突然刮起了大风，掀起了巨浪，小船被海浪打翻了。可怜的女娃被海水淹没了，再也没有回来。女娃并没有就此消失，她的灵魂变成了一只小鸟，长着花脑袋、白嘴巴、红爪子，发出'精卫、精卫'的叫声，人们就叫它精卫鸟。精卫鸟非常恨那无情的大海夺去了她的生命，她决心要把大海填平。于是她每天从西山上衔来小石子和小树枝，投到东海里去。大海嘲笑她说：'就凭你这么小的身体，就算干上一百万年也填不平我！'精卫鸟坚定地回答：'哪怕干上一千万年、一万万年，我也要把你填平！'就这样，精卫鸟日复一日、年复一年地衔石填海，永不停歇。,做事要有坚定不移的决心和百折不挠的毅力。只要持之以恒，就能战胜一切困难。,故事,趣学成语,新增内容,小鸟衔石填海，永不放弃！,精卫填海,再小的力量，也敢挑战大海,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_9909a845c9581c2508d16af6b8369320.jpg
a67e08a35263427987605ede2c4eeb9d,37,亡羊补牢,成语故事,比喻出了问题以后及时纠正，防止继续受损失。,从前，有一个牧羊人养了一群羊。有一天早上，他去放羊的时候发现少了一只羊。他仔细检查羊圈，发现羊圈有一个窟窿，夜里狼从窟窿钻进来把羊叼走了。邻居看见了劝他说：'赶紧把窟窿堵上吧，不然狼还会来的。'牧羊人满不在乎地说：'羊已经丢了，修羊圈还有什么用呢？'第二天早上，他去数羊，发现又少了一只。原来狼又从那个窟窿钻进来叼走了一只羊。牧羊人非常后悔，心想：'我要是昨天就听邻居的话把窟窿修好，今天就不会再丢羊了。'他赶紧找来一些石头和木头，把羊圈的窟窿堵得严严实实的。从那以后，他的羊再也没有丢过一只。,发现错误要及时改正。虽然已经有了损失，但只要及时补救，就能防止更大的损失。亡羊补牢，为时不晚。,故事,趣学成语,新增内容,如果你丢了羊会怎么做？,亡羊补牢,羊都丢了，补羊圈还有用吗？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_70e5e00c795beb70d945492fa35431c8.jpg
11a7db3cedfe47749458402891de5e8d,38,画龙点睛,成语故事,比喻在关键处加上精辟的语句，使内容更加生动传神。,南北朝时期，有一位非常有名的画家叫张僧繇。有一次，他在金陵的安乐寺墙壁上画了四条龙。这四条龙画得栩栩如生，鳞片闪闪发光，龙爪刚劲有力，身体弯弯曲曲像在云中翻腾，非常逼真。可是人们仔细一看，发现这四条龙都没有画眼睛。大家很奇怪，纷纷问他：'先生，您的龙画得这么好，为什么不给它们画上眼睛呢？'张僧繇笑着说：'如果我画上眼睛，龙就会飞走的。'大家都不相信，以为他在吹牛，一再要求他画上眼睛。张僧繇推辞不过，只好提起画笔，给其中两条龙点上了眼睛。说来也怪，他刚刚点完最后一笔，天空中突然乌云密布，电闪雷鸣，两条被点上眼睛的龙竟然破壁而出，腾空飞上了天。围观的人个个目瞪口呆，等云散天晴后再看墙壁，上面果然只剩下了两条没有点眼睛的龙。,做事要善于抓住关键和要点。在最重要的地方下功夫，往往能起到事半功倍的效果。,故事,趣学成语,新增内容,画完龙，点上眼睛它竟然活了,画龙点睛,点上眼睛，龙真会飞走吗？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_9a1583666c8d0dc9502b61bd9b7c2396.jpg
19045623106946f89c188e4e0d38bd9e,39,对牛弹琴,成语故事,比喻对不懂道理的人讲道理，白费口舌。也比喻说话不看对象。,古时候，有一个叫公明仪的音乐家，他弹琴的技艺非常高超，很多人都爱听他弹琴。有一天，公明仪带着琴来到郊外散步，看到一头牛正在低头吃草。他心想：'这么美的景色，不弹一曲多可惜啊！'于是他坐在牛面前，弹起了一首非常高雅的曲子。优美的琴声在田野里回荡，可是那头牛呢？它连头都没抬一下，照样低着头嚼它的草，完全没有理会这美妙的音乐。公明仪有点不甘心，又弹了一首更高深的曲子，可牛还是无动于衷。公明仪这才明白过来：不是琴弹得不好，而是牛根本听不懂这样的音乐。于是他换了一种弹法，弹出了蚊子嗡嗡叫的声音和小牛哞哞叫的声音。这下牛来了反应，竖起耳朵，摇着尾巴，走来走去，好像在仔细听呢。,说话做事要看对象，根据对方的特点采用合适的方式。否则再好的东西也会白费力气。,故事,趣学成语,新增内容,琴弹得再好，牛也听不懂,对牛弹琴,说得再好，也得看对象,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_322574df1e2ece9ede40e43f0433d986.jpg
b8c5ea4a556d4a2ba9d4ae79717a1476,40,胸有成竹,成语故事,比喻做事之前已有充分的把握和准备。,北宋时期，有一位画家叫文同，他画的竹子远近闻名，很多人都来向他求画。文同为什么能把竹子画得那么好呢？原来他非常喜欢竹子，在自家房前屋后种了各种各样的竹子。他每天都去观察竹子，看竹子在春天怎样发芽，在夏天怎样茂盛，在秋天怎样变黄，在雨中什么样子，在风中什么姿态，在月光下什么神韵。日积月累，竹子在不同季节、不同天气下的各种形态，他都烂熟于心。所以他每次提笔画竹的时候，根本不需要对着真竹子看，因为在他心中已经有了完整的竹子形象，画起来自然得心应手、一气呵成。有个叫晁补之的人称赞他说：'文同画竹，早已胸有成竹了。'意思就是他心中已经有了完整的竹子，所以才能画得这么好。,做事前要充分准备，深入了解，做到心中有数。只有胸有成竹，才能从容不迫地把事情做好。,故事,趣学成语,新增内容,画竹前心里先有竹，秘诀在这,胸有成竹,准备足了，下笔才不慌,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_901d1eedad81b43ec8657f628796f408.jpg
5c22ef9d8f6743df9acdd9a0f880b844,41,毛遂自荐,成语故事,比喻自告奋勇，主动推荐自己去担任某项工作。,战国时期，秦国的军队包围了赵国的都城邯郸，情况十分危急。赵王派平原君赵胜去楚国求援，请楚王出兵帮忙。平原君决定挑选二十名有文有武的随从一起去，可是挑来挑去只选中了十九个人，还差一个。这时候，一个叫毛遂的门客主动站了出来，对平原君说：'我愿意去！'平原君打量了他一下说：'你在我这里待了三年了，我怎么没听说过你有什么本事？有才能的人就像锥子放在口袋里，尖头马上就会露出来。你待了三年都没露出头，说明你本事不大啊。'毛遂不服气地说：'那是因为您一直没把我放进口袋里啊！今天请您给我一个机会，把我放进口袋里试试。'平原君觉得他说得有道理，就带上了他。到了楚国后，平原君和楚王谈了一上午都没有结果，毛遂大步走上台阶，慷慨陈词，分析利害关系，终于说服楚王同意出兵救赵。平原君感叹道：'毛先生的三寸之舌，胜过百万大军！',有才能的人要善于把握机会，敢于展示自己。关键时刻勇于担当，才能大展身手。,故事,趣学成语,新增内容,没人推荐，就自己推荐自己,毛遂自荐,是金子，何必等人发现,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_d83199a70a72ad6aa8aa1df974fe5283.jpg
7f663959d8c3442296c38bae3ade54c5,42,引狼入室,成语故事,比喻把坏人引进内部，自招祸害。,很久以前，有一个牧羊人在草地上放羊。一天寒冬的傍晚，他赶着羊群回家的路上，发现路边有一只冻得奄奄一息的狼。狼用可怜巴巴的眼神看着他，有气无力地说：'好心的牧羊人，求求你救救我吧，我快冻死了。我保证再也不吃羊了。'牧羊人心肠很软，看到狼这副可怜样，动了恻隐之心。他不顾羊群的惊恐反应，把狼带回了家中，放在火炉旁边给它取暖，还喂它食物。狼渐渐暖和过来，恢复了体力。可是它一恢复力气，立刻露出了凶恶的本性。它完全忘记了自己的承诺，趁牧羊人不注意，一头冲进羊圈，咬死了好几只肥羊。牧羊人赶来时已经来不及了，他痛心地说：'都怪我心太软，竟然把狼引进了自己的家里！',对坏人不能掉以轻心，更不能把坏人带到自己身边。善良是好事，但也要分清对象，保持警惕。,故事,趣学成语,新增内容,救了冻僵的狼，羊全没了,引狼入室,一时心软，惹来大祸,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_c6f4506ea891a17361ccd038969110d4.jpg
5f117a14203a437895ed629c15227086,43,东施效颦,成语故事,比喻盲目模仿别人，结果适得其反，闹出笑话。,春秋时期，越国有一个绝代美女叫西施。西施不仅长得美，而且一举一动都很优雅迷人。有一次，西施犯了心口疼的毛病，她一手捂着胸口，紧皱着眉头，在街上慢慢走着。虽然她是因为疼痛才皱眉捂胸，可是那个样子看起来反而更加楚楚动人、别有一番风韵。村子里的人看到了都忍不住多看几眼。村里有一个丑女孩叫东施，她看到西施这副模样这么受欢迎，心想：'原来皱着眉头、捂着胸口的样子这么好看啊！我也来试试。'于是东施也学着西施的样子，紧皱眉头、双手捂胸，在村子里走来走去。可是她本来就长得不好看，再加上这番故意做作的表情，显得又丑又怪。村里的富人看见了，赶紧关上大门不出来；穷人看见了，拉着老婆孩子躲得远远的。东施只知道西施皱眉的样子很美，却不知道那是因为西施本身就美，所以皱眉才好看。,不要盲目模仿别人。每个人要根据自身特点来发展，否则东施效颦，只会适得其反。,故事,趣学成语,新增内容,模仿美女的表情，结果更丑,东施效颦,照搬别人，丢了自己,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6fecdc0560d7326de4a7eaf0545688ea.jpg
1712727c44e4408a9733a532759884f5,44,惊弓之鸟,成语故事,比喻受过惊吓后遇到类似情况就格外害怕的人。,战国时期，魏国有一位神射手叫更羸。有一天，他和魏王在花园里散步，抬头看到天空中有一群大雁飞过。更羸仔细观察了一会儿，对魏王说：'大王，我不用箭，只用弓弦的声音就能把一只大雁射下来。'魏王一听，非常吃惊：'你的射箭技术竟然高超到这种地步了吗？'更羸没有多解释，拿起弓对准天空中那只落在后面的大雁，使劲拉了一下弓弦，'嘣——'的一声响。只见那只大雁听到弓弦的声响后，扑棱了几下翅膀，突然从空中掉了下来。魏王惊讶得说不出话。更羸解释说：'这只大雁飞得又低又慢，叫声又凄惨，说明它受过箭伤，伤口还没有好。它离开雁群独自飞行，说明它已经被同伴抛弃了。它一听到弓弦声，就以为又有箭射来，吓得拼命往高处飞，结果伤口裂开，翅膀使不上劲，就从空中掉下来了。',受过打击的人容易变得胆怯。同时也告诉我们，善于观察和分析，就能洞察事物的本质。,故事,趣学成语,新增内容,没射箭，鸟就掉下来,惊弓之鸟,没搭箭，鸟怎么掉下来？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_2980db7b53b13a7c9068dd6db5f1f612.jpg
0433debda58a4d80a94c5f16ca23095e,45,指鹿为马,成语故事,比喻颠倒黑白，混淆是非，故意歪曲事实。,秦始皇去世后，宰相赵高掌握了朝廷大权。他野心勃勃，想当皇帝，但又不知道朝中有多少大臣会听自己的话。于是他想出了一个办法来试探。一天上朝的时候，赵高让人牵来一头鹿，献给秦二世说：'臣把一匹好马献给陛下。'秦二世一看就笑了：'丞相搞错了吧？这明明是一头鹿，怎么说是马呢？'赵高故意板着脸说：'这确实是一匹马。陛下如果不信，可以问问在场的大臣们。'秦二世就转头问大臣们。有些胆小怕事的大臣看了看赵高的脸色，赶紧附和说：'丞相说得对，这确实是一匹马。'有些正直的大臣坚持说：'这明明就是一头鹿，不是马。'还有些人吓得不敢说话，低着头不吭声。赵高暗暗记下了那些说是鹿的大臣，后来找各种借口把他们一个个都害死了。从此朝中大臣们都不敢说真话了。,要敢于坚持真理，不能因为权势的压迫就颠倒黑白。混淆是非的人终将被历史唾弃。,故事,趣学成语,新增内容,明明是鹿，他非说是马,指鹿为马,颠倒黑白，谁还敢说真话,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_e30598d884c4011819e95d854c361188.jpg
5d0728feee4b4ba99a8bb43e5aeeb51b,46,不耻下问,成语故事,不以向地位、学识不如自己的人请教为羞耻，形容虚心好学。,春秋时期，卫国有一位大夫叫孔圉，他非常聪明能干，做官也做得很好。但最难得的是，他为人非常谦虚好学。虽然他的学问已经很高，地位也很显赫，但他从来不摆架子，遇到不懂的问题就向别人请教，哪怕对方的身份和地位比自己低很多，他也虚心求教，一点也不觉得丢面子。孔圉去世以后，卫国国君为了表彰他的品德和学问，给他追加了一个'文'的谥号。孔子的学生子贡觉得很奇怪，就问孔子：'老师，孔圉的学问确实不错，但卫国比他有学问的人也不少啊，为什么偏偏给他一个文的谥号呢？'孔子笑着回答说：'孔圉聪敏好学，而且最了不起的是他不耻下问——不管对方身份多低，只要能学到东西，他都愿意虚心请教。就凭这一点，他就配得上文这个谥号。',学习知识要虚心向别人请教，不要因为对方的地位低或年纪小就不好意思求教。真正有学问的人都是谦虚好学的。,故事,趣学成语,新增内容,学问再高也能虚心请教,不耻下问,肯低头问，才学得到真本事,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_c92315b8760a8ef8828e59c63340a3b0.jpg
b43ded6a11f04ab8b209889583033fdc,47,千钧一发,成语故事,千钧的重量系在一根头发上，比喻情况万分危急。,西汉时期，吴王刘濞对朝廷心怀不满，暗中积蓄力量，准备起兵谋反。大臣枚乘看出了吴王的野心，冒着生命危险给吴王写了一封劝谏信。信中他用了一个非常生动的比喻来说明形势的危急。他写道：'把千钧（古代重量单位，一钧等于三十斤）那么重的东西系在一根细细的头发上，悬挂在万丈深渊之上。上面是千钧的重压，下面是万丈的深渊，而中间只靠一根头发支撑——这种情况危险不危险？就算是最愚蠢的人也知道这有多危险！大王您现在要谋反，就好比是千钧一发的处境啊。以小小的吴国去对抗强大的朝廷，就像以卵击石，后果不堪设想！'可惜吴王没有听从枚乘的劝告，最终起兵谋反失败身亡。,在危急关头要冷静判断、做出正确选择。平时也要有忧患意识，不要让局势发展到千钧一发的地步。,故事,趣学成语,新增内容,头发丝吊着千斤重物，危险！,千钧一发,一根发丝，吊得住千斤吗？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_162bbbeddb92828368f66a69c2aab89b.jpg
5866fdaf2c254e2aa3922e98031e39b1,48,一箭双雕,成语故事,一箭射中两只雕，比喻做一件事同时达到两个目的。,北周时期，有一位将军叫长孙晟，他不但武艺高强，而且箭术精湛，百步穿杨。有一次朝廷派长孙晟护送一位公主去突厥和亲。到了突厥之后，突厥可汗设宴招待他。宴会上可汗听说长孙晟箭术了得，就想见识一下。他们来到空旷的草原上，抬头看见天空中有两只大雕正在争抢一块肉，一边飞一边打架。突厥可汗指着天上的大雕说：'长孙将军，你能射下它们吗？'长孙晟微微一笑，他不慌不忙地取出一支箭搭在弓上，瞄准了两只雕纠缠在一起的那个瞬间，嗖的一箭射了出去。只见那支箭闪电般飞向空中，竟然同时穿透了两只大雕的身体！两只雕扑棱着翅膀双双落地。在场的突厥人都惊呆了，爆发出雷鸣般的欢呼和掌声。,做事要善于统筹规划、巧妙安排，用最少的代价获得最大的收益。一举两得、事半功倍。,故事,趣学成语,新增内容,一箭射下两只鹰,一箭双雕,算得准，一举就两得,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_8a747069ecce337c8aec506f2bb74e1c.jpg
0b333c93ad1448e4843cbc25ab98b55a,49,弄巧成拙,成语故事,本想耍聪明、做得更好，结果反而做了蠢事，把事情搞砸。,北宋时期，有一位画家叫孙知微，他受命要画一幅大型壁画。画中有很多佛教人物，其中有一位水星菩萨手中托着一个净瓶。按照佛教的规矩，水星菩萨的净瓶是用来盛装大海之水的，所以瓶中应该是空的——因为大海的水浩瀚无边，是看不见瓶底的。画的轮廓完成后，孙知微让弟子们帮忙上色。孙知微出去办事的时候，有一个弟子自作聪明，觉得空瓶子看起来太单调了，不够美观，就自作主张在净瓶里画上了一枝荷花。他还得意地觉得自己画得很漂亮，给作品增添了色彩。等孙知微回来一看，顿时又气又急。他说：'净瓶里画了荷花，这瓶子就变成了普通的花瓶了，哪里还有盛装大海之水的意境呢？你这不是弄巧成拙吗！',不要自作聪明、画蛇添足。按照规律和规范行事，不要擅自改变。有时候减法比加法更重要。,故事,趣学成语,新增内容,自作聪明涂掉一笔,弄巧成拙,多画一笔，怎么反坏了事？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_f0863172bf187777b5a9e31edd9f483e.jpg
dd4728da83434b379bcd7eb18e9659e8,50,雪中送炭,成语故事,在下雪天给人送炭取暖，比喻在别人急需时给予帮助。,宋朝太宗年间的一个冬天，天降大雪，寒风刺骨，整个京城都被厚厚的积雪覆盖了。宋太宗在温暖的宫殿里穿着厚厚的裘皮大衣，身边燃着旺旺的炭火，还是觉得冷。他忽然想到：'我在宫里有这么好的条件还觉得冷，城里那些穷苦百姓怎么办呢？他们买不起炭火、穿不起棉衣，在这样的大雪天里岂不是要冻死？'想到这里，宋太宗立刻下令打开国库，派人给京城中的贫困人家送去木炭和棉衣，还额外发放了粮食和银两。这些受苦受冻的穷苦百姓在最寒冷最困难的时候收到了皇帝送来的炭火和衣物，感动得热泪盈眶，纷纷跪地叩谢皇恩。人们传颂着宋太宗雪中送炭的仁德之举，这个故事也从此流传了下来。,在别人最需要帮助的时候伸出援手，才是最珍贵的。锦上添花固然好，但雪中送炭更见真情。,故事,趣学成语,新增内容,最冷的时候送来最暖的帮助,雪中送炭,难处拉一把，最暖人心,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_f0038da67be817fd2ec5ac8cea6553f3.jpg
